Participant,Practice,Block,Trial,Time
0,true,0,0,3.000
0,true,0,0,4.000
0,true,0,0,5.000
0,true,0,0,6.000
0,true,0,0,7.000
0,true,0,0,8.000
0,true,0,0,9.000
0,true,0,0,10.000
0,true,0,0,11.000
0,true,0,0,12.000
0,true,0,0,13.000
0,true,0,0,14.000
0,true,0,0,15.000
0,true,0,0,16.000
0,true,0,0,17.000
0,true,0,0,18.000
0,true,0,0,19.000
0,true,0,0,20.000
0,true,0,0,21.000
0,true,0,0,22.000
0,true,0,0,23.000
0,true,0,0,24.000
0,true,0,0,25.000
0,true,0,0,26.000
0,true,0,0,27.000
0,true,0,0,28.000
0,true,0,0,29.000
0,true,0,0,30.000
0,true,0,0,31.000
0,true,0,0,32.000
0,true,0,0,33.000
0,true,0,0,34.000
0,true,0,0,35.000
0,true,0,0,36.000
0,true,0,0,37.000
0,true,0,0,38.000
0,true,0,0,39.000
0,true,0,0,40.000
0,true,0,0,41.000
0,true,0,0,42.000
0,true,0,0,43.000
0,true,0,0,44.000
0,true,0,0,45.000
0,true,0,0,46.000
Participant,Practice,Block,Trial,Time
0,true,0,0,0.000
0,true,0,0,1.000
0,true,0,0,2.000
0,true,0,0,3.000
0,true,0,0,4.000
0,true,0,0,5.000
0,true,0,0,6.000
0,true,0,0,7.000
0,true,0,0,8.000
0,true,0,0,9.000
0,true,0,0,10.000
0,true,0,0,11.000
0,true,0,0,12.000
0,true,0,0,13.000
0,true,0,0,14.000
0,true,0,0,15.000
0,true,0,0,16.000
0,true,0,0,17.000
0,true,0,0,18.000
0,true,0,0,19.000
0,true,0,0,20.000
0,true,0,0,21.000
0,true,0,0,22.000
0,true,0,0,23.000
0,true,0,0,24.000
0,true,0,0,25.000
0,true,0,0,26.000
0,true,0,0,27.000
0,true,0,0,28.000
0,true,0,0,29.000
0,true,0,0,30.000
0,true,0,0,31.000
0,true,0,0,32.000
0,true,0,0,33.000
0,true,0,0,34.000
0,true,0,0,35.000
0,true,0,0,36.000
0,true,0,0,37.000
0,true,0,0,38.000
0,true,0,0,39.000
0,true,0,0,40.000
0,true,0,0,41.000
0,true,0,0,42.000
0,true,0,0,43.000
0,true,0,0,44.000
0,true,0,0,45.000
0,true,0,0,46.000
0,true,0,0,47.000
0,true,0,0,48.000
0,true,0,0,49.000
0,true,0,0,50.000
0,true,0,0,51.000
0,true,0,0,52.000
0,true,0,0,53.000
0,true,0,0,54.000
0,true,0,0,55.000
0,true,0,0,56.000
0,true,0,0,57.000
0,true,0,0,58.000
0,true,0,0,59.000
0,true,0,0,60.000
0,true,0,0,61.000
0,true,0,0,62.000
0,true,0,0,63.000
0,true,0,0,64.000
0,true,0,0,65.000
0,true,0,0,66.000
0,true,0,0,67.000
0,true,0,0,68.000
0,true,0,0,69.000
0,true,0,0,70.000
0,true,0,0,71.000
0,true,0,0,72.000
0,true,0,0,73.000
0,true,0,0,74.000
0,true,0,0,75.000
0,true,0,0,76.000
0,true,0,0,77.000
0,true,0,0,78.000
0,true,0,0,79.000
Participant,Practice,Block,Trial,Time
0,true,0,0,0.000
0,true,0,0,1.000
0,true,0,0,2.000
0,true,0,0,3.000
0,true,0,0,4.000
0,true,0,0,5.000
0,true,0,0,6.000
0,true,0,0,7.000
0,true,0,0,8.000
0,true,0,0,9.000
0,true,0,0,10.000
0,true,0,0,11.000
0,true,0,0,12.000
0,true,0,0,13.000
0,true,0,0,14.000
0,true,0,0,15.000
0,true,0,0,16.000
0,true,0,0,17.000
0,true,0,0,18.000
0,true,0,0,19.000
0,true,0,0,20.000
0,true,0,0,21.000
0,true,0,0,22.000
0,true,0,0,23.000
0,true,0,0,24.000
0,true,0,0,25.000
0,true,0,0,26.000
0,true,0,0,27.000
0,true,0,0,28.000
0,true,0,0,29.000
0,true,0,0,30.000
0,true,0,0,31.000
Participant,Practice,Block,Trial,Time
0,true,0,0,0.000
0,true,0,0,1.000
0,true,0,0,2.000
0,true,0,0,3.000
0,true,0,0,4.000
0,true,0,0,5.000
0,true,0,0,6.000
0,true,0,0,7.000
0,true,0,0,8.000
0,true,0,0,9.000
0,true,0,0,10.000
0,true,0,0,11.000
0,true,0,0,12.000
0,true,0,0,13.000
0,true,0,0,14.000
0,true,0,0,15.000
0,true,0,0,16.000
0,true,0,0,17.000
0,true,0,0,18.000
0,true,0,0,19.000
0,true,0,0,20.000
0,true,0,0,21.000
0,true,0,0,22.000
0,true,0,0,23.000
0,true,0,0,24.000
0,true,0,0,25.000
0,true,0,0,26.000
0,true,0,0,27.000
0,true,0,0,28.000
0,true,0,0,29.000
0,true,0,0,30.000
0,true,0,0,31.000
0,true,0,0,32.000
0,true,0,0,33.000
0,true,0,0,34.000
0,true,0,0,35.000
0,true,0,0,36.000
0,true,0,0,37.000
0,true,0,0,38.000
0,true,0,0,39.000
0,true,0,0,40.000
0,true,0,0,41.000
0,true,0,0,42.000
0,true,0,0,43.000
0,true,0,0,44.000
0,true,0,0,45.000
0,true,0,0,46.000
0,true,0,0,47.000
0,true,0,0,48.000
0,true,0,0,49.000
0,true,0,0,50.000
0,true,0,0,51.000
0,true,0,0,52.000
0,true,0,0,53.000
0,true,0,0,54.000
0,true,0,0,55.000
0,true,0,0,56.000
0,true,0,0,57.000
0,true,0,0,58.000
0,true,0,0,59.000
0,true,0,0,60.000
0,true,0,0,61.000
0,true,0,0,62.000
0,true,0,0,63.000
0,true,0,0,64.000
0,true,0,0,65.000
0,true,0,0,66.000
0,true,0,0,67.000
0,true,0,0,68.000
0,true,0,0,69.000
0,true,0,0,70.000
0,true,0,0,71.000
0,true,0,0,72.000
0,true,0,0,73.000
0,true,0,0,74.000
Participant,Practice,Block,Trial,Time
0,true,0,0,0.000
0,true,0,0,1.000
0,true,0,0,2.000
0,true,0,0,3.000
0,true,0,0,4.000
0,true,0,0,5.000
Participant,Practice,Block,Trial,Time
0,true,0,0,0.000
0,true,0,0,1.000
0,true,0,0,2.000
0,true,0,0,3.000
0,true,0,0,4.000
0,true,0,0,5.000
0,true,0,0,6.000
0,true,0,0,7.000
0,true,0,0,8.000
0,true,0,0,9.000
0,true,0,0,10.000
0,true,0,0,11.000
0,true,0,0,12.000
0,true,0,0,13.000
0,true,0,0,14.000
0,true,0,0,15.000
0,true,0,0,16.000
0,true,0,0,17.000
0,true,0,0,18.000
0,true,0,0,19.000
0,true,0,0,20.000
0,true,0,0,21.000
0,true,0,0,22.000
0,true,0,0,23.000
0,true,0,0,24.000
0,true,0,0,25.000
0,true,0,0,26.000
0,true,0,0,27.000
0,true,0,0,28.000
0,true,0,0,29.000
0,true,0,0,30.000
0,true,0,0,31.000
0,true,0,0,32.000
0,true,0,0,33.000
0,true,0,0,34.000
0,true,0,0,35.000
0,true,0,0,36.000
0,true,0,0,37.000
0,true,0,0,38.000
0,true,0,0,39.000
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0,0,6.68
0,true,0,0,2.000,0,0,6.68,0,0,6.68
0,true,0,0,3.000,0,0,6.68,0,0,6.68
0,true,0,0,4.000,0,0,6.68,0,0,6.68
0,true,0,0,5.000,0,0,6.68,0,0,6.68
0,true,0,0,6.000,0,0,6.68,0,0,6.68
0,true,0,0,7.000,0,0,6.68,0,0,6.68
0,true,0,0,8.000,0,0,6.68,0,0,6.68
0,true,0,0,9.000,0,0,6.68,0,0,6.68
0,true,0,0,10.000,0,0,6.68,0,0,6.68
0,true,0,0,11.000,0,0,6.68,0,0,6.68
0,true,0,0,12.000,0,0,6.68,0,0,6.68
0,true,0,0,13.000,0,0,6.68,0,0,6.68
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0,0,6.68
0,true,0,0,2.000,0,0,6.68,0,0,6.68
0,true,0,0,3.000,0,0,6.68,0,0,6.68
0,true,0,0,4.000,0,0,6.68,0,0,6.68
0,true,0,0,5.000,0,0,6.68,0,0,6.68
0,true,0,0,6.000,0,0,6.68,0,0,6.68
0,true,0,0,7.000,0,0,6.68,0,0,6.68
0,true,0,0,8.000,0,0,6.68,0,0,6.68
0,true,0,0,9.000,0,0,6.68,0,0,6.68
0,true,0,0,10.000,0,0,6.68,0,0,6.68
0,true,0,0,11.000,0,0,6.68,0,0,6.68
0,true,0,0,12.000,0,0,6.68,0,0,6.68
0,true,0,0,13.000,0,0,6.68,0,0,6.68
0,true,0,0,14.000,0,0,6.68,0,0,6.68
0,true,0,0,15.000,0,0,6.68,0,0,6.68
0,true,0,0,16.000,0,0,6.68,0,0,6.68
0,true,0,0,17.000,0,0,6.68,0,0,6.68
0,true,0,0,18.000,0,0,6.68,0,0,6.68
0,true,0,0,19.000,0,0,6.68,0,0,6.68
0,true,0,0,20.000,0,0,6.68,0,0,6.68
0,true,0,0,21.000,0,0,6.68,0,0,6.68
0,true,0,0,22.000,0,0,6.68,0,0,6.68
0,true,0,0,23.000,0,0,6.68,0,0,6.68
0,true,0,0,24.000,0,0,6.68,0,0,6.68
0,true,0,0,25.000,0,0,6.68,0,0,6.68
0,true,0,0,26.000,0,0,6.68,0,0,6.68
0,true,0,0,27.000,0,0,6.68,0,0,6.68
0,true,0,0,28.000,0,0,6.68,0,0,6.68
0,true,0,0,29.000,0,0,6.68,0,0,6.68
0,true,0,0,30.000,0,0,6.68,0,0,6.68
0,true,0,0,31.000,0,0,6.68,0,0,6.68
0,true,0,0,32.000,0,0,6.68,0,0,6.68
0,true,0,0,33.000,0,0,6.68,0,0,6.68
0,true,0,0,34.000,0,0,6.68,0,0,6.68
0,true,0,0,35.000,0,0,6.68,0,0,6.68
0,true,0,0,36.000,0,0,6.68,0,0,6.68
0,true,0,0,37.000,0,0,6.68,0,0,6.68
0,true,0,0,38.000,0,0,6.68,0,0,6.68
0,true,0,0,39.000,0,0,6.68,0,0,6.68
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0,0,6.68
0,true,0,0,2.000,0,0,6.68,0,0,6.68
0,true,0,0,3.000,0,0,6.68,0,0,6.68
0,true,0,0,4.000,0,0,6.68,0,0,6.68
0,true,0,0,5.000,0,0,6.68,0,0,6.68
0,true,0,0,6.000,0,0,6.68,0,0,6.68
0,true,0,0,7.000,0,0,6.68,0,0,6.68
0,true,0,0,8.000,0,0,6.68,0,0,6.68
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0,0,6.68
0,true,0,0,2.000,0,0,6.68,0,0,6.68
0,true,0,0,3.000,0,0,6.68,0,0,6.68
0,true,0,0,4.000,0,0,6.68,0,0,6.68
0,true,0,0,5.000,0,0,6.68,0,0,6.68
0,true,0,0,6.000,0,0,6.68,0,0,6.68
0,true,0,0,7.000,0,0,6.68,0,0,6.68
0,true,0,0,8.000,0,0,6.68,0,0,6.68
0,true,0,0,9.000,0,0,6.68,0,0,6.68
0,true,0,0,10.000,0,0,6.68,0,0,6.68
0,true,0,0,11.000,-0.1162488,1.129616,6.621282,0.1226183,1.159045,6.571014
0,true,0,0,12.000,-0.0971849,1.197175,6.583612,0.09100842,1.187767,6.563186
0,true,0,0,13.000,-0.1023631,1.221445,6.533406,0.05126405,1.212985,6.525891
0,true,0,0,14.000,-0.1334777,1.22313,6.573379,0.07625127,1.226292,6.527532
0,true,0,0,15.000,-0.1159067,1.208075,6.572468,0.08966458,1.207151,6.529994
0,true,0,0,16.000,-0.1086967,1.190874,6.574131,0.07399428,1.192422,6.532724
0,true,0,0,17.000,-0.1209476,1.184167,6.576008,0.06955838,1.186474,6.52378
0,true,0,0,18.000,-0.1164048,1.174914,6.582411,0.06879926,1.184062,6.526412
0,true,0,0,19.000,-0.1140611,1.176091,6.577743,0.09113848,1.184307,6.522463
0,true,0,0,20.000,-0.1216378,1.177742,6.579458,0.08012557,1.183344,6.519424
0,true,0,0,21.000,-0.1199129,1.177683,6.575101,0.07849312,1.177619,6.519214
0,true,0,0,22.000,-0.0892508,1.186884,6.541423,0.06726515,1.171549,6.513643
0,true,0,0,23.000,-0.1299651,1.187166,6.571652,0.09568465,1.176186,6.509331
0,true,0,0,24.000,-0.1277387,1.181626,6.548717,0.07593668,1.178332,6.485358
0,true,0,0,25.000,-0.1222193,1.161069,6.556085,0.07841158,1.148005,6.5001
0,true,0,0,26.000,-0.1357107,1.169802,6.534157,0.07805312,1.162054,6.476136
0,true,0,0,27.000,-0.101949,1.179535,6.528586,0.06815028,1.148843,6.483352
0,true,0,0,28.000,-0.1495316,1.172718,6.558541,0.06917298,1.161727,6.480464
0,true,0,0,29.000,-0.1070893,1.154909,6.544429,0.06034958,1.131926,6.495951
0,true,0,0,30.000,-0.1027043,1.14764,6.55549,0.067981,1.131902,6.493361
0,true,0,0,31.000,-0.101891,1.144479,6.555667,0.06719387,1.132452,6.494176
0,true,0,0,32.000,-0.0999496,1.143277,6.556434,0.06987178,1.126551,6.493508
0,true,0,0,33.000,-0.08435249,1.135488,6.552592,0.07571161,1.120649,6.492358
0,true,0,0,34.000,-0.1609926,1.16529,6.568559,0.1278423,1.181539,6.469254
0,true,0,0,35.000,-0.1187301,1.204779,6.528493,0.03686059,1.207824,6.48479
0,true,0,0,36.000,-0.2331727,1.25324,6.502533,0.1521626,1.210575,6.441722
0,true,0,0,37.000,-0.08959413,1.128134,6.613079,0.1246519,1.113211,6.571642
0,true,0,0,38.000,-0.07141137,1.04124,6.649657,0.1160434,1.048311,6.591833
0,true,0,0,39.000,-0.07508039,1.042016,6.651986,0.1256368,1.048986,6.590412
0,true,0,0,40.000,-0.07509518,1.042006,6.651884,0.1260823,1.048975,6.590293
0,true,0,0,41.000,-0.07484007,1.042315,6.652011,0.1263039,1.04913,6.590456
0,true,0,0,42.000,-0.07471633,1.042583,6.652025,0.1262157,1.04907,6.590292
0,true,0,0,43.000,-0.07279634,1.041753,6.651257,0.1261189,1.048992,6.59029
0,true,0,0,44.000,-0.07329607,1.042819,6.651932,0.1261934,1.049187,6.590455
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0,0,6.68
0,true,0,0,2.000,0,0,6.68,0,0,6.68
0,true,0,0,3.000,0,0,6.68,0,0,6.68
0,true,0,0,4.000,0,0,6.68,0,0,6.68
0,true,0,0,5.000,0,0,6.68,0,0,6.68
0,true,0,0,6.000,0,0,6.68,0,0,6.68
0,true,0,0,7.000,0,0,6.68,0,0,6.68
0,true,0,0,8.000,0,0,6.68,0,0,6.68
0,true,0,0,9.000,0,0,6.68,0,0,6.68
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0,0,6.68
0,true,0,0,2.000,0,0,6.68,0,0,6.68
0,true,0,0,3.000,0,0,6.68,0,0,6.68
0,true,0,0,4.000,0,0,6.68,0,0,6.68
0,true,0,0,5.000,0,0,6.68,0,0,6.68
0,true,0,0,6.000,0,0,6.68,0,0,6.68
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0,0,6.68
0,true,0,0,2.000,0,0,6.68,0,0,6.68
0,true,0,0,3.000,0,0,6.68,0,0,6.68
0,true,0,0,4.000,0,0,6.68,0,0,6.68
0,true,0,0,5.000,0,0,6.68,0,0,6.68
0,true,0,0,6.000,0,0,6.68,0,0,6.68
0,true,0,0,7.000,0,0,6.68,0,0,6.68
0,true,0,0,8.000,0,0,6.68,0,0,6.68
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0,0,6.68
0,true,0,0,2.000,0,0,6.68,0,0,6.68
0,true,0,0,3.000,0,0,6.68,0,0,6.68
0,true,0,0,4.000,0,0,6.68,0,0,6.68
0,true,0,0,5.000,0,0,6.68,0,0,6.68
0,true,0,0,6.000,0,0,6.68,0,0,6.68
0,true,0,0,7.000,0,0,6.68,0,0,6.68
0,true,0,0,8.000,0,0,6.68,0,0,6.68
0,true,0,0,9.000,0,0,6.68,0,0,6.68
0,true,0,0,10.000,0,0,6.68,0.2938875,1.079457,6.710171
0,true,0,0,11.000,0,0,6.68,0.342674,1.106113,6.669162
0,true,0,0,12.000,0,0,6.68,0.3984034,1.095741,6.596581
0,true,0,0,13.000,0,0,6.68,0.4995894,1.092708,6.526343
0,true,0,0,14.000,0,0,6.68,0.5461346,1.06101,6.492724
0,true,0,0,15.000,0,0,6.68,0.5480014,1.075231,6.487341
0,true,0,0,16.000,0,0,6.68,0.5992743,1.074343,6.719284
0,true,0,0,17.000,0,0,6.68,0.5990493,1.078974,6.722082
0,true,0,0,18.000,0,0,6.68,0.5996152,1.079331,6.72221
0,true,0,0,19.000,0,0,6.68,0.5994123,1.079137,6.722103
0,true,0,0,20.000,0,0,6.68,0.5993649,1.079593,6.722307
0,true,0,0,21.000,0,0,6.68,0.5994102,1.079566,6.722305
0,true,0,0,22.000,0,0,6.68,0.5993633,1.079795,6.722462
0,true,0,0,23.000,0,0,6.68,0.59936,1.079823,6.72248
0,true,0,0,24.000,0,0,6.68,0.5993304,1.079853,6.722463
0,true,0,0,25.000,0,0,6.68,0.5993155,1.079862,6.722435
0,true,0,0,26.000,0,0,6.68,0.5992594,1.079536,6.7223
0,true,0,0,27.000,0,0,6.68,0.5992804,1.080003,6.722548
0,true,0,0,28.000,0,0,6.68,0.5993462,1.079922,6.722528
0,true,0,0,29.000,0,0,6.68,0.599353,1.079801,6.722401
0,true,0,0,30.000,0,0,6.68,0.5993451,1.080015,6.722575
0,true,0,0,31.000,0,0,6.68,0.5992846,1.080118,6.7226
0,true,0,0,32.000,0,0,6.68,0.5992992,1.0801,6.72257
0,true,0,0,33.000,0,0,6.68,0.5992991,1.080087,6.722602
0,true,0,0,34.000,0,0,6.68,0.5993177,1.079953,6.722583
0,true,0,0,35.000,0,0,6.68,0.599313,1.080201,6.722621
Participant,Practice,Block,Trial,Time,leftX,leftY,leftZ,rightX,rightY,rightZ
0,true,0,0,0.000,-0.25,1,6.68,0.25,1,6.68
0,true,0,0,1.000,0,0,6.68,0.5992409,1.080421,6.722783
0,true,0,0,2.000,0,0,6.68,0.5993236,1.080142,6.722542
0,true,0,0,3.000,0,0,6.68,0.6077731,1.085127,6.637554
0,true,0,0,4.000,0,0,6.68,0.6309726,1.091385,6.492375
0,true,0,0,5.000,0,0,6.68,0.6304185,1.056302,6.50431
0,true,0,0,6.000,0,0,6.68,0.4630034,1.057106,6.501882
0,true,0,0,7.000,0,0,6.68,0.282528,1.055535,6.499331
0,true,0,0,8.000,0,0,6.68,0.008666277,1.034959,6.497169
0,true,0,0,9.000,0,0,6.68,0.6632986,1.03899,6.511479
0,true,0,0,10.000,0,0,6.68,0.9013792,1.031749,6.504657
0,true,0,0,11.000,0,0,6.68,0.7925982,1.037315,6.503541
